# Domain X_MIN, Y_MIN, X_MAX, Y_MAX
-5.333623060000000260e+04,6.732268782599999569e+06,-5.335638470000000234e+04,6.732055974700000137e+06
-5.304920279999999912e+04,6.731620866600000300e+06,-5.333328710000000137e+04,6.731630885499999858e+06
-5.290732710000000225e+04,6.732250642599999905e+06,-5.277153910000000178e+04,6.731761129499999806e+06
-5.464518619999999646e+04,6.731937561099999584e+06,-5.467837799999999697e+04,6.731754216900000349e+06
-5.459696220000000176e+04,6.731913896800000221e+06,-5.467308630000000267e+04,6.731516091400000267e+06
-5.465324250000000029e+04,6.731512122600000352e+06,-5.471427900000000227e+04,6.731218254700000398e+06
-5.483977410000000236e+04,6.731222403300000355e+06,-5.451962759999999980e+04,6.731211819899999537e+06
-5.394464540000000125e+04,6.731485140300000086e+06,-5.375271600000000035e+04,6.731233803000000305e+06
-5.390461989999999787e+04,6.731521547699999996e+06,-5.369300600000000122e+04,6.731304595499999821e+06
-5.396037989999999991e+04,6.731470828200000338e+06,-5.376734309999999823e+04,6.731216461199999787e+06
-5.396748840000000200e+04,6.731464362200000323e+06,-5.379141530000000057e+04,6.731188141099999659e+06
-5.448992300000000250e+04,6.732300084400000051e+06,-5.426571620000000257e+04,6.732266694000000134e+06
-5.426898819999999978e+04,6.731893481399999931e+06,-5.408207360000000335e+04,6.731598756299999543e+06
-5.430680900000000111e+04,6.731862125599999912e+06,-5.410488730000000214e+04,6.731573803700000048e+06
-5.324190929999999935e+04,6.732288230200000107e+06,-5.327843819999999687e+04,6.732152342299999669e+06
-5.397657250000000204e+04,6.731456099299999885e+06,-5.381437249999999767e+04,6.731158084599999711e+06
-5.457532379999999830e+04,6.731919710799999535e+06,-5.445287230000000272e+04,6.731741030100000091e+06
-5.454543269999999757e+04,6.731927742200000212e+06,-5.442157160000000295e+04,6.731766980299999937e+06
-5.440246269999999640e+04,6.731782822800000198e+06,-5.450486290000000008e+04,6.731938642900000326e+06
-5.436653489999999874e+04,6.731812609199999832e+06,-5.446816040000000066e+04,6.731948504499999806e+06
-5.433980430000000342e+04,6.731834770499999635e+06,-5.443724949999999808e+04,6.731956809899999760e+06
-5.417771869999999763e+04,6.731969149500000291e+06,-5.405935459999999875e+04,6.731891510999999940e+06
-5.423602679999999964e+04,6.731959600100000389e+06,-5.420956839999999647e+04,6.731907344800000079e+06
-5.424594870000000083e+04,6.731964230299999937e+06,-5.407140370000000257e+04,6.731610426500000060e+06
-5.433981199999999808e+04,6.731982990299999714e+06,-5.427552090000000317e+04,6.731888065399999730e+06
-5.464084010000000126e+04,6.732124303500000387e+06,-5.465406930000000284e+04,6.732050219999999739e+06
-5.462033490000000165e+04,6.732128272300000302e+06,-5.460644419999999809e+04,6.732044928399999626e+06
-5.467417220000000088e+04,6.731777449000000022e+06,-5.457204830000000220e+04,6.731749917399999686e+06
-5.466898750000000291e+04,6.731806088000000454e+06,-5.455815770000000339e+04,6.731781006000000052e+06
-5.460704879999999685e+04,6.731861186900000088e+06,-5.450783699999999953e+04,6.731695460900000297e+06
-5.460056960000000254e+04,6.731895045199999586e+06,-5.448227240000000165e+04,6.731716655500000343e+06
-5.392870580000000336e+04,6.731499639000000432e+06,-5.381599990000000253e+04,6.731400005199999548e+06
-5.388214590000000317e+04,6.731434401100000367e+06,-5.371253689999999915e+04,6.731282126699999906e+06
-5.378557280000000173e+04,6.731307400899999775e+06,-5.372591659999999683e+04,6.731265523299999535e+06
-5.458532059999999910e+04,6.731787153300000355e+06,-5.456609619999999995e+04,6.731647160500000231e+06
-5.468118920000000071e+04,6.731238609000000171e+06,-5.448539710000000196e+04,6.731381484299999662e+06
-5.445100119999999879e+04,6.731554786799999885e+06,-5.433590720000000147e+04,6.731659297399999574e+06
-5.450208189999999740e+04,6.732061682500000112e+06,-5.444835540000000037e+04,6.731995318900000304e+06
-5.440409270000000106e+04,6.731597381900000386e+06,-5.428183950000000186e+04,6.731380261900000274e+06
-5.442909500000000116e+04,6.731574678600000218e+06,-5.430048389999999927e+04,6.731359869599999860e+06
-5.447878250000000116e+04,6.731374869699999690e+06,-5.443380320000000211e+04,6.731280281000000425e+06
-5.433621029999999882e+04,6.731320793800000101e+06,-5.434119890000000305e+04,6.731217442300000228e+06
-5.407563130000000092e+04,6.731605802500000224e+06,-5.409712030000000232e+04,6.731474088700000197e+06
-5.391296989999999641e+04,6.731288218500000425e+06,-5.388744750000000204e+04,6.731289748800000176e+06
-5.389540329999999813e+04,6.731304598199999891e+06,-5.386639680000000226e+04,6.731305770999999717e+06
-5.391363139999999839e+04,6.731295494599999860e+06,-5.387195939999999973e+04,6.731224718399999663e+06
-5.390238659999999800e+04,6.731243900700000115e+06,-5.386269900000000052e+04,6.731187676699999720e+06
-5.354066049999999814e+04,6.731385321499999613e+06,-5.346053149999999732e+04,6.731251838200000115e+06
-5.357163109999999870e+04,6.731348527900000103e+06,-5.350749510000000009e+04,6.731245223600000143e+06
-5.359399279999999999e+04,6.731321961799999699e+06,-5.354056809999999678e+04,6.731244562199999578e+06
-5.304360199999999895e+04,6.731962150100000203e+06,-5.301206190000000061e+04,6.731847813400000334e+06
-5.303637359999999899e+04,6.731935946299999952e+06,-5.311128080000000045e+04,6.731814740399999544e+06
-5.309275989999999729e+04,6.731857073800000362e+06,-5.317544239999999991e+04,6.731739333999999799e+06
-5.297968480000000272e+04,6.731943221499999985e+06,-5.319793200000000070e+04,6.731646068199999630e+06
-5.301388919999999780e+04,6.731989907999999821e+06,-5.298428059999999823e+04,6.731904037499999627e+06
-5.340959070000000065e+04,6.731978741700000130e+06,-5.341026060000000143e+04,6.731769099700000137e+06
-5.335998960000000079e+04,6.732046912700000219e+06,-5.318026520000000164e+04,6.732026122499999590e+06
-5.334494260000000213e+04,6.731672034799999557e+06,-5.330837479999999778e+04,6.731812175499999896e+06
-5.328855200000000332e+04,6.731974152200000361e+06,-5.333816150000000198e+04,6.731782990299999714e+06
-5.343636220000000321e+04,6.731761162999999709e+06,-5.335995539999999892e+04,6.731657278199999593e+06
-5.336702440000000206e+04,6.731987536299999803e+06,-5.338644799999999668e+04,6.731855089399999939e+06
-5.332574779999999737e+04,6.731996064399999566e+06,-5.335932820000000356e+04,6.731857073800000362e+06
-5.339438549999999668e+04,6.731913297899999656e+06,-5.333033380000000034e+04,6.731813152999999933e+06
-5.324888240000000224e+04,6.731489160899999551e+06,-5.341026060000000143e+04,6.731353041600000113e+06
-5.339173969999999827e+04,6.731339812400000170e+06,-5.334067500000000291e+04,6.731388231200000271e+06
-5.310625370000000112e+04,6.731687740199999884e+06,-5.323431229999999778e+04,6.731559152400000021e+06
-5.320471639999999752e+04,6.731626351200000383e+06,-5.327082489999999962e+04,6.731565502399999648e+06
-5.311524960000000283e+04,6.731799923700000159e+06,-5.319092059999999765e+04,6.731705731900000013e+06
-5.312715189999999711e+04,6.731785108300000429e+06,-5.311096869999999763e+04,6.731743682500000112e+06
-5.438667730000000302e+04,6.731613195899999700e+06,-5.433913509999999951e+04,6.731521131699999794e+06
-5.441348109999999724e+04,6.731773687800000422e+06,-5.437175830000000133e+04,6.731714013299999759e+06
-5.437737240000000020e+04,6.731621645100000314e+06,-5.432611759999999776e+04,6.731533434799999930e+06
-5.434016700000000128e+04,6.731700995799999684e+06,-5.425968059999999969e+04,6.731627176900000311e+06
-5.425682310000000143e+04,6.731673849499999546e+06,-5.420173670000000129e+04,6.731611778099999763e+06
-5.438957680000000255e+04,6.731571601900000125e+06,-5.435996680000000197e+04,6.731561471800000407e+06
-5.435774940000000061e+04,6.731557177699999884e+06,-5.433819339999999647e+04,6.731554217400000431e+06
-5.434007759999999689e+04,6.731557460300000384e+06,-5.430413070000000153e+04,6.731553199300000444e+06
-5.432333950000000186e+04,6.731587489299999550e+06,-5.429412939999999799e+04,6.731533355499999598e+06
-5.434137359999999899e+04,6.731654333700000308e+06,-5.428873189999999886e+04,6.731567804299999960e+06
-5.429825690000000031e+04,6.731594156799999997e+06,-5.427396809999999823e+04,6.731555739299999550e+06
-5.432270449999999983e+04,6.731810057300000452e+06,-5.424967930000000342e+04,6.731707822100000456e+06
-5.425190179999999964e+04,6.731893559899999760e+06,-5.419840299999999843e+04,6.731814819799999706e+06
-5.424237679999999818e+04,6.731797674800000153e+06,-5.418284550000000309e+04,6.731720522099999711e+06
-5.424142429999999877e+04,6.731705917100000195e+06,-5.417919419999999809e+04,6.731634479399999604e+06
-5.423824930000000313e+04,6.731677342000000179e+06,-5.419475170000000071e+04,6.731626700699999928e+06
-5.432175200000000041e+04,6.731665435700000264e+06,-5.421455210000000079e+04,6.731453857599999756e+06
-5.425634689999999682e+04,6.731589553100000136e+06,-5.423348679999999877e+04,6.731534625500000082e+06
-5.423316930000000139e+04,6.731568280500000343e+06,-5.421126180000000022e+04,6.731517639200000092e+06
-5.414147510000000329e+04,6.731599236899999902e+06,-5.411064919999999984e+04,6.731567501699999906e+06
-5.415052390000000014e+04,6.731594633100000210e+06,-5.412147260000000097e+04,6.731569233000000007e+06
-5.477809040000000095e+04,6.732071127500000410e+06,-5.471967020000000048e+04,6.731928463800000027e+06
-5.477195199999999750e+04,6.732023925699999556e+06,-5.473152360000000044e+04,6.731924865500000305e+06
-5.479968039999999746e+04,6.731997255699999630e+06,-5.476835369999999966e+04,6.731972067300000228e+06
-5.479121370000000024e+04,6.732006357300000265e+06,-5.475573780000000261e+04,6.731987242700000294e+06
-5.481111039999999775e+04,6.731968892300000414e+06,-5.473956689999999799e+04,6.731922113800000399e+06
-5.481047540000000299e+04,6.731981803999999538e+06,-5.475544200000000274e+04,6.731950265599999577e+06
-5.481470880000000034e+04,6.731949630599999800e+06,-5.476644870000000083e+04,6.731921902200000361e+06
-5.475163199999999779e+04,6.732080440799999982e+06,-5.469617519999999786e+04,6.731999372299999930e+06
-5.468135850000000210e+04,6.731992387299999595e+06,-5.465765179999999964e+04,6.731939682199999690e+06
-5.460979060000000027e+04,6.731968261500000022e+06,-5.456030930000000080e+04,6.731923745000000112e+06
-5.460596459999999934e+04,6.731971579900000244e+06,-5.455401550000000134e+04,6.731925436099999584e+06
-5.462732800000000134e+04,6.731953050400000066e+06,-5.460918000000000029e+04,6.731920420500000007e+06
-5.451630670000000100e+04,6.732014250799999572e+06,-5.426539299999999639e+04,6.732226014899999835e+06
-5.445625050000000192e+04,6.732070174999999814e+06,-5.445000639999999839e+04,6.732031545699999668e+06
-5.446746889999999985e+04,6.732058956600000151e+06,-5.443688300000000163e+04,6.732036625699999742e+06
-5.448154480000000331e+04,6.732044880699999630e+06,-5.445191139999999723e+04,6.732008050699999556e+06
-5.447360719999999856e+04,6.732052818300000392e+06,-5.444640800000000309e+04,6.732012707299999893e+06
-5.436820689999999740e+04,6.732281957600000314e+06,-5.434326670000000013e+04,6.732202201100000180e+06
-5.440477079999999842e+04,6.732287402999999933e+06,-5.437524339999999938e+04,6.732209422100000083e+06
-5.447646469999999681e+04,6.732266072900000028e+06,-5.445699139999999898e+04,6.732244059500000440e+06
-5.445845590000000084e+04,6.732295398099999875e+06,-5.445169969999999739e+04,6.732240884499999695e+06
-5.448556640000000334e+04,6.732250197800000198e+06,-5.446606070000000182e+04,6.732229930599999614e+06
-5.440039209999999730e+04,6.732215101200000383e+06,-5.438184960000000137e+04,6.732180559399999678e+06
-5.441237849999999889e+04,6.732217808000000194e+06,-5.438777620000000024e+04,6.732178019299999811e+06
-5.395497000000000116e+04,6.731215092799999751e+06,-5.401476589999999851e+04,6.731352147300000302e+06
-5.400660139999999956e+04,6.731428784799999557e+06,-5.392851159999999800e+04,6.731297113800000399e+06
-5.403043179999999847e+04,6.731407108599999920e+06,-5.396925749999999971e+04,6.731286530500000343e+06
-5.405595500000000175e+04,6.731384170300000347e+06,-5.404863259999999718e+04,6.731321667200000025e+06
-5.404135659999999916e+04,6.731303807799999602e+06,-5.395933559999999852e+04,6.731187390899999999e+06
-5.381910609999999724e+04,6.731392443400000222e+06,-5.377148099999999977e+04,6.731351432900000364e+06
-5.386988339999999880e+04,6.731311240799999796e+06,-5.383795719999999710e+04,6.731309510300000198e+06
-5.398712690000000293e+04,6.731393464100000449e+06,-5.395007519999999931e+04,6.731311083899999969e+06
-5.398777840000000288e+04,6.731365985000000335e+06,-5.389385109999999986e+04,6.731176146099999547e+06
-5.398624040000000241e+04,6.731447305300000124e+06,-5.391171050000000105e+04,6.731311083899999969e+06
-5.409149210000000312e+04,6.731354950899999589e+06,-5.406186179999999877e+04,6.731223771200000308e+06
-5.409824510000000009e+04,6.731349398500000127e+06,-5.409956500000000233e+04,6.731270734799999744e+06
-5.408529020000000310e+04,6.731327493900000118e+06,-5.409030460000000312e+04,6.731230385800000280e+06
-5.407589890000000014e+04,6.731367771999999881e+06,-5.403011179999999877e+04,6.731193343999999575e+06
-5.404922480000000360e+04,6.731266155899999663e+06,-5.401770160000000033e+04,6.731270233000000007e+06
-5.388116230000000360e+04,6.731542884800000116e+06,-5.366726630000000296e+04,6.731335112599999644e+06
-5.384936770000000251e+04,6.731571805300000124e+06,-5.364746540000000095e+04,6.731358588499999605e+06
-5.382386869999999908e+04,6.731504627000000328e+06,-5.365772639999999956e+04,6.731347220099999569e+06
-5.377703730000000360e+04,6.731420489299999550e+06,-5.368357409999999800e+04,6.731316458200000226e+06
-5.352462430000000313e+04,6.732032471800000407e+06,-5.362701830000000336e+04,6.731665758500000462e+06
-5.441213610000000335e+04,6.731963557599999942e+06,-5.431669539999999688e+04,6.731853929200000130e+06
-5.438443519999999990e+04,6.731971000500000082e+06,-5.430034750000000349e+04,6.731867482599999756e+06
-5.436359599999999773e+04,6.731976599799999967e+06,-5.428814080000000104e+04,6.731877602699999698e+06
-5.424470580000000336e+04,6.731913612999999896e+06,-5.414897609999999986e+04,6.731736667000000365e+06
-5.466123490000000311e+04,6.731848911500000395e+06,-5.458310680000000139e+04,6.731821193599999882e+06
-5.465600729999999749e+04,6.731877787800000049e+06,-5.456002029999999650e+04,6.731833897699999623e+06
-5.471736839999999938e+04,6.732095442699999548e+06,-5.465656440000000293e+04,6.731927692300000228e+06
-5.468561830000000191e+04,6.732109994800000452e+06,-5.460666730000000098e+04,6.731970970399999991e+06
-5.466312870000000112e+04,6.732116609400000423e+06,-5.460712189999999828e+04,6.731970576200000010e+06
-5.460756609999999637e+04,6.732153651200000197e+06,-5.457407850000000326e+04,6.732073674599999562e+06
-5.456272129999999743e+04,6.732156444699999876e+06,-5.445069009999999980e+04,6.732106257199999876e+06
-5.454514540000000125e+04,6.732024331399999559e+06,-5.425256739999999991e+04,6.732006432000000030e+06
-5.458110770000000048e+04,6.731568920800000429e+06,-5.470017040000000270e+04,6.731459118499999866e+06
-5.470943080000000191e+04,6.731414139299999923e+06,-5.479291060000000289e+04,6.731220854100000113e+06
-5.472560650000000169e+04,6.731376686800000258e+06,-5.475970180000000255e+04,6.731206440899999812e+06
-5.479409769999999844e+04,6.731377097500000149e+06,-5.482863410000000295e+04,6.731222035000000149e+06
-5.450869069999999920e+04,6.731364486200000159e+06,-5.444616990000000078e+04,6.731264649400000460e+06
-5.452644550000000163e+04,6.731351530100000091e+06,-5.446336779999999999e+04,6.731256711900000460e+06
-5.454207710000000225e+04,6.731340123200000264e+06,-5.448056579999999667e+04,6.731244805599999614e+06
-5.456895420000000013e+04,6.731320510200000368e+06,-5.451628459999999905e+04,6.731232899299999699e+06
-5.458694219999999768e+04,6.731307383799999952e+06,-5.454274300000000221e+04,6.731231576399999671e+06
-5.438531560000000172e+04,6.731394295500000007e+06,-5.434637849999999889e+04,6.731309672299999744e+06
-5.446469079999999667e+04,6.731406201799999923e+06,-5.438334730000000127e+04,6.731269237599999644e+06
-5.445543029999999999e+04,6.731682691899999976e+06,-5.441058950000000186e+04,6.731591482499999925e+06
-5.443008430000000226e+04,6.731759922799999826e+06,-5.435078390000000218e+04,6.731645788700000383e+06
-5.451787099999999919e+04,6.731687142099999823e+06,-5.445966369999999733e+04,6.731610460500000045e+06
-5.463196070000000327e+04,6.731731003299999982e+06,-5.457793269999999757e+04,6.731612841799999587e+06
-5.464103910000000178e+04,6.731683562199999578e+06,-5.458269520000000193e+04,6.731581091699999757e+06
-5.434800929999999789e+04,6.731792494199999608e+06,-5.414857680000000255e+04,6.731526018299999647e+06
-5.428732850000000326e+04,6.731834309600000270e+06,-5.439166859999999724e+04,6.731742490199999884e+06
-5.465454000000000087e+04,6.731613009499999695e+06,-5.460730150000000140e+04,6.731519972799999639e+06
-5.436516799999999785e+04,6.731765810800000094e+06,-5.428715499999999884e+04,6.731687983599999920e+06
-5.441812400000000343e+04,6.731430014299999923e+06,-5.436589070000000356e+04,6.731288330799999647e+06
-5.421439439999999740e+04,6.731567597900000401e+06,-5.419004430000000139e+04,6.731480663099999540e+06
-5.405311119999999937e+04,6.731781904400000349e+06,-5.412262879999999859e+04,6.731774464800000191e+06
-5.420813549999999668e+04,6.731758206799999811e+06,-5.419739489999999932e+04,6.731758891999999993e+06
-5.422200119999999879e+04,6.731796992100000381e+06,-5.417040739999999641e+04,6.731716823200000450e+06
-5.419949459999999817e+04,6.731762020299999975e+06,-5.418463719999999739e+04,6.731760477500000037e+06
-5.428107409999999800e+04,6.731998772599999793e+06,-5.421446059999999852e+04,6.731880732900000177e+06
-5.424779809999999998e+04,6.731969236200000159e+06,-5.435275430000000051e+04,6.731895348500000313e+06
-5.449301340000000346e+04,6.731941826700000092e+06,-5.440853280000000086e+04,6.731812470300000161e+06
-5.421644499999999971e+04,6.731958123700000346e+06,-5.419541049999999814e+04,6.731923198599999771e+06
-5.406020629999999801e+04,6.731781145100000314e+06,-5.411166969999999856e+04,6.731820010900000110e+06
-5.415850110000000132e+04,6.731893432900000364e+06,-5.412119479999999749e+04,6.731809295300000347e+06
-5.417155440000000090e+04,6.731965106200000271e+06,-5.409376870000000054e+04,6.731777553299999796e+06
-5.413169980000000214e+04,6.731869010900000110e+06,-5.405376959999999963e+04,6.731793463000000454e+06
-5.415558789999999863e+04,6.731987497299999930e+06,-5.413466309999999794e+04,6.731940908099999651e+06
-5.457809999999999854e+04,6.731734572800000198e+06,-5.453183720000000176e+04,6.731735551500000060e+06
-5.431566389999999956e+04,6.731823847400000319e+06,-5.416341389999999956e+04,6.731657373200000264e+06
-5.407881199999999808e+04,6.731904273699999787e+06,-5.415124769999999990e+04,6.731848872399999760e+06
-5.451240460000000166e+04,6.732213282200000249e+06,-5.442119690000000264e+04,6.732131838000000454e+06
-5.449377150000000256e+04,6.732236188299999572e+06,-5.448839039999999659e+04,6.732157284799999557e+06
-5.474318469999999797e+04,6.732084259600000456e+06,-5.471656749999999738e+04,6.732061134999999776e+06
-5.478705270000000019e+04,6.732064098399999551e+06,-5.465893390000000363e+04,6.732105671900000423e+06
-5.459652060000000347e+04,6.732162417700000107e+06,-5.457256300000000192e+04,6.732084719100000337e+06
-5.420414269999999669e+04,6.732177036000000313e+06,-5.412904349999999977e+04,6.732052486100000329e+06
-5.458906659999999829e+04,6.731986236399999820e+06,-5.451403459999999905e+04,6.731936178600000218e+06
-5.455107959999999730e+04,6.732019184399999678e+06,-5.446422469999999885e+04,6.731949561999999918e+06
-5.454527629999999772e+04,6.732014532499999739e+06,-5.454307920000000013e+04,6.731955555800000206e+06
-5.458504980000000069e+04,6.731941038499999791e+06,-5.462922970000000350e+04,6.731928856300000101e+06
-5.464621919999999955e+04,6.731931855000000447e+06,-5.461880170000000362e+04,6.731908028800000437e+06
-5.470779789999999775e+04,6.732108720399999991e+06,-5.462822350000000006e+04,6.732008928600000218e+06
-5.468636660000000120e+04,6.732059507799999788e+06,-5.464584939999999915e+04,6.731936985899999738e+06
-5.467602470000000176e+04,6.732028234299999662e+06,-5.461652760000000126e+04,6.731962418200000189e+06
-5.477301780000000144e+04,6.731366612300000153e+06,-5.477098539999999775e+04,6.731220129300000146e+06
-5.478677620000000024e+04,6.731357087299999781e+06,-5.478776049999999668e+04,6.731220683799999766e+06
-5.463869810000000143e+04,6.731215756099999882e+06,-5.456558410000000003e+04,6.731515837600000203e+06
-5.396127449999999953e+04,6.731504195899999700e+06,-5.410309150000000227e+04,6.731377195700000040e+06
-5.394116619999999966e+04,6.731577221099999733e+06,-5.407028310000000056e+04,6.731437520800000057e+06
-5.383533260000000155e+04,6.731728563000000082e+06,-5.404126909999999771e+04,6.731574010800000280e+06
-5.373796579999999813e+04,6.731712688000000082e+06,-5.389036609999999928e+04,6.731582512699999847e+06
-5.457324229999999807e+04,6.731484406299999915e+06,-5.451266730000000098e+04,6.731399420699999668e+06
-5.397872460000000137e+04,6.731620949500000104e+06,-5.392634949999999662e+04,6.731582512699999847e+06
-5.395773309999999765e+04,6.731636703300000168e+06,-5.392211609999999928e+04,6.731602621100000106e+06
-5.393792540000000008e+04,6.731651568699999712e+06,-5.390941610000000219e+04,6.731608971099999733e+06
-5.392421209999999701e+04,6.731661860299999826e+06,-5.387264660000000003e+04,6.731597648099999875e+06
-5.390288010000000213e+04,6.731677869699999690e+06,-5.385170190000000002e+04,6.731615538399999961e+06
-5.387935070000000269e+04,6.731695528099999763e+06,-5.382542859999999928e+04,6.731637980100000277e+06
-5.385277139999999781e+04,6.731715475399999879e+06,-5.379941030000000319e+04,6.731660204099999741e+06
-5.379617420000000129e+04,6.731583571100000292e+06,-5.363253110000000015e+04,6.731376983699999750e+06
-5.376019079999999667e+04,6.731596271099999547e+06,-5.362182740000000194e+04,6.731389647900000215e+06
-5.369584399999999732e+04,6.731563462700000033e+06,-5.360869009999999980e+04,6.731405200899999589e+06
-5.360906049999999959e+04,6.731606854399999604e+06,-5.354366879999999946e+04,6.731474796099999920e+06
-5.359318549999999959e+04,6.731622729500000365e+06,-5.352781250000000000e+04,6.731490682300000452e+06
-5.320900970000000234e+04,6.731913771700000390e+06,-5.330815030000000115e+04,6.731708103600000031e+06
-5.344748099999999977e+04,6.731496020299999975e+06,-5.327121609999999782e+04,6.731470322900000028e+06
-5.348682710000000225e+04,6.731449276499999687e+06,-5.324816810000000260e+04,6.731425879099999554e+06
-5.352523909999999887e+04,6.731403642300000414e+06,-5.337524420000000100e+04,6.731382577200000174e+06
-5.363657719999999972e+04,6.731510545900000259e+06,-5.359571850000000268e+04,6.731420553600000218e+06
-5.389497230000000127e+04,6.731803398599999957e+06,-5.378051290000000154e+04,6.731676345599999651e+06
-5.360238089999999647e+04,6.731753994699999690e+06,-5.350111030000000028e+04,6.731640721199999563e+06
-5.352720429999999760e+04,6.731894313500000164e+06,-5.349626340000000346e+04,6.731522208700000308e+06
-5.361772830000000249e+04,6.731699029600000009e+06,-5.349938240000000224e+04,6.731560076100000180e+06
-5.359417079999999987e+04,6.731783398299999535e+06,-5.350818920000000071e+04,6.731666997499999590e+06
-5.343653710000000137e+04,6.731694118700000457e+06,-5.339010850000000210e+04,6.731627569699999876e+06
-5.330185839999999735e+04,6.731629777099999599e+06,-5.342337550000000192e+04,6.731524657999999821e+06
-5.324502019999999902e+04,6.731627772599999793e+06,-5.340626009999999951e+04,6.731509132799999788e+06
-5.321321659999999974e+04,6.731501629399999976e+06,-5.342664549999999872e+04,6.731520773299999535e+06
-5.386293140000000130e+04,6.731838443400000222e+06,-5.368581629999999859e+04,6.731616675800000317e+06
-5.352741569999999774e+04,6.731363257600000128e+06,-5.342502479999999923e+04,6.731348123200000264e+06
-5.353595160000000033e+04,6.731390915799999610e+06,-5.341920399999999790e+04,6.731368496100000106e+06
-5.342378100000000268e+04,6.731443095700000413e+06,-5.342740610000000015e+04,6.731324575199999847e+06
-5.311367910000000120e+04,6.731679836900000460e+06,-5.294392309999999998e+04,6.731658193400000222e+06
-5.309764639999999781e+04,6.731652637199999765e+06,-5.331832989999999700e+04,6.731630358000000007e+06
-5.300451279999999679e+04,6.731628559999999590e+06,-5.318456999999999971e+04,6.731625640599999577e+06
-5.312186099999999715e+04,6.732863253499999642e+06,-5.330912180000000080e+04,6.732274372000000440e+06
-5.328374240000000282e+04,6.732279604799999855e+06,-5.327190439999999944e+04,6.732176647900000215e+06
-5.323814029999999912e+04,6.732163016400000080e+06,-5.324109590000000026e+04,6.732033159300000407e+06
-5.318105500000000029e+04,6.732178137299999595e+06,-5.319932149999999820e+04,6.732028326899999753e+06
-5.288436510000000271e+04,6.732150128600000404e+06,-5.303336899999999878e+04,6.732182896300000139e+06
-5.302256190000000061e+04,6.732220119099999778e+06,-5.301087939999999799e+04,6.732128656600000337e+06
-5.257006259999999747e+04,6.732339977500000037e+06,-5.278782409999999800e+04,6.732002380499999970e+06
-5.362566429999999673e+04,6.731670607699999586e+06,-5.373884279999999853e+04,6.731683070799999870e+06
-5.356236499999999796e+04,6.731897307599999942e+06,-5.343603510000000097e+04,6.731886549899999984e+06
-5.354790699999999924e+04,6.731949087299999781e+06,-5.343593839999999909e+04,6.731923598199999891e+06
-5.352515359999999782e+04,6.731869651300000027e+06,-5.343616619999999966e+04,6.731836286199999973e+06
-5.356963990000000194e+04,6.731871253299999982e+06,-5.353068880000000354e+04,6.731697457200000063e+06
-5.379957609999999841e+04,6.731759115600000136e+06,-5.359932540000000154e+04,6.731764937699999660e+06
-5.325797959999999875e+04,6.732228448499999940e+06,-5.333907319999999891e+04,6.732238767300000414e+06
-5.339087140000000363e+04,6.732184301900000311e+06,-5.321902419999999984e+04,6.732189858199999668e+06
-5.327194090000000142e+04,6.732154063299999572e+06,-5.328817740000000049e+04,6.732038605600000359e+06
